Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Week Number,Shipping Duration (Day),Region,Order Month,Order Quarter,Order Year,Sales Category,Location Key
Office Supplies,Roseville,United States,LC-168854,Lena Creighton,North America - US,10/14/2013,CA-2013-145583,Medium,OFF-PA-10001736,Xerox 1880,16.6568,1,35,Consumer,10/20/2013,Standard Class,1.99,California,Paper,42,6,North America - US - West,October,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Roseville
Office Supplies,Roseville,United States,LC-168854,Lena Creighton,North America - US,10/14/2013,CA-2013-145583,Medium,OFF-PA-10001804,Xerox 195,9.6192,3,20,Consumer,10/20/2013,Standard Class,1.34,California,Paper,42,6,North America - US - West,October,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Roseville
Office Supplies,Riverside,United States,NM-185204,Neoma Murray,North America - US,10/22/2013,CA-2013-112340,Medium,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",11.2308,3,23,Consumer,10/28/2013,Standard Class,1.34,California,Paper,43,6,North America - US - West,October,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Riverside
Office Supplies,Oceanside,United States,PS-190454,Penelope Sewall,North America - US,11/8/2013,CA-2013-164896,Medium,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",6.321,2,13,Home Office,11/13/2013,Standard Class,0.8,California,Paper,45,5,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Oceanside
Office Supplies,Oxnard,United States,LB-167954,Laurel Beltran,North America - US,12/2/2013,US-2013-155768,High,OFF-PA-10001357,Xerox 1886,22.992,1,48,Home Office,12/2/2013,Same Day,3.66,California,Paper,49,0,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Oxnard
Office Supplies,Antioch,United States,GG-146504,Greg Guthrie,North America - US,12/7/2013,US-2013-114776,Medium,OFF-PA-10004100,Xerox 216,9.3312,3,19,Corporate,12/8/2013,First Class,3.64,California,Paper,49,1,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Antioch
Office Supplies,Long Beach,United States,SJ-201254,Sanjit Jacobs,North America - US,12/11/2013,CA-2013-147123,High,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",36.9288,12,80,Home Office,12/13/2013,First Class,8.9,California,Paper,50,2,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Long Beach
Office Supplies,Anaheim,United States,WB-218504,William Brown,North America - US,12/12/2013,CA-2013-165330,Critical,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",13.941,1,31,Consumer,12/12/2013,Same Day,8.18,California,Paper,50,0,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Anaheim
Office Supplies,Rancho Cucamonga,United States,DL-133154,Delfina Latchford,North America - US,1/4/2014,US-2014-114034,Medium,OFF-PA-10004735,Xerox 1905,18.6624,6,39,Consumer,1/9/2014,Standard Class,2.92,California,Paper,1,5,North America - US - West,January,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Rancho Cucamonga
Office Supplies,Costa Mesa,United States,DB-130604,Dave Brooks,North America - US,2/27/2014,CA-2014-121258,Medium,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",13.32,4,30,Consumer,3/4/2014,Standard Class,1.19,California,Paper,9,5,North America - US - West,February,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Costa Mesa
Office Supplies,Manteca,United States,KF-162854,Karen Ferguson,North America - US,3/14/2014,CA-2014-166296,Low,OFF-PA-10004359,Multicolor Computer Printout Paper,150.984,3,315,Home Office,3/20/2014,Standard Class,32.13,California,Paper,11,6,North America - US - West,March,1,2014,Medium Sales,North America - US|United States|North America - US - West|California|Manteca
Office Supplies,Fresno,United States,BD-115604,Brendan Dodson,North America - US,3/28/2014,CA-2014-124716,High,OFF-PA-10000859,Unpadded Memo Slips,5.97,3,12,Home Office,4/1/2014,Standard Class,0.41,California,Paper,13,4,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Fresno
Office Supplies,Fresno,United States,BD-115604,Brendan Dodson,North America - US,3/28/2014,CA-2014-124716,High,OFF-PA-10001144,Xerox 1913,53.2608,2,111,Home Office,4/1/2014,Standard Class,13.75,California,Paper,13,4,North America - US - West,March,1,2014,Medium Sales,North America - US|United States|North America - US - West|California|Fresno
Office Supplies,Fresno,United States,BD-115604,Brendan Dodson,North America - US,3/28/2014,CA-2014-124716,High,OFF-PA-10000740,Xerox 1982,21.0128,2,46,Home Office,4/1/2014,Standard Class,6.77,California,Paper,13,4,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Fresno
Office Supplies,Fairfield,United States,DH-130754,Dave Hallsten,North America - US,3/29/2014,US-2014-147886,High,OFF-PA-10003651,Xerox 1968,12.8256,4,27,Corporate,4/1/2014,First Class,0.67,California,Paper,13,3,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Fairfield
Office Supplies,Fairfield,United States,DH-130754,Dave Hallsten,North America - US,3/29/2014,US-2014-147886,High,OFF-PA-10000232,Xerox 1975,6.3504,2,13,Corporate,4/1/2014,First Class,1.84,California,Paper,13,3,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Fairfield
Office Supplies,Fairfield,United States,DH-130754,Dave Hallsten,North America - US,3/29/2014,US-2014-147886,High,OFF-PA-10000743,Xerox 1977,9.6192,3,20,Corporate,4/1/2014,First Class,5.39,California,Paper,13,3,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Fairfield
Office Supplies,Oceanside,United States,CD-119204,Carlos Daly,North America - US,5/27/2014,CA-2014-107853,Medium,OFF-PA-10000520,Xerox 201,6.2208,2,13,Consumer,6/1/2014,Standard Class,0.98,California,Paper,22,5,North America - US - West,May,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Oceanside
Office Supplies,Apple Valley,United States,AJ-107954,Anthony Johnson,North America - US,7/18/2014,CA-2014-142342,High,OFF-PA-10004609,Xerox 221,15.552,5,32,Corporate,7/20/2014,Second Class,5.08,California,Paper,29,2,North America - US - West,July,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Apple Valley
Office Supplies,Westminster,United States,JL-155054,Jeremy Lonsdale,North America - US,8/8/2014,CA-2014-156776,High,OFF-PA-10001970,Xerox 1881,11.5432,2,25,Consumer,8/12/2014,Standard Class,2.01,California,Paper,32,4,North America - US - West,August,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Westminster
Office Supplies,San Jose,United States,MC-175754,Matt Collins,North America - US,8/8/2014,CA-2014-115175,Medium,OFF-PA-10001878,Xerox 1891,114.9385,5,245,Consumer,8/13/2014,Standard Class,18.12,California,Paper,32,5,North America - US - West,August,3,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Jose
Office Supplies,Brentwood,United States,RW-195404,Rick Wilson,North America - US,8/18/2014,CA-2014-166093,Medium,OFF-PA-10003893,Xerox 1962,3.852,2,9,Corporate,8/25/2014,Standard Class,1.11,California,Paper,34,7,North America - US - West,August,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Brentwood
Office Supplies,Inglewood,United States,DR-128804,Dan Reichenbach,North America - US,8/28/2014,CA-2014-161956,Medium,OFF-PA-10001289,White Computer Printout Paper by Universal,56.9772,3,116,Corporate,8/30/2014,Second Class,2.78,California,Paper,35,2,North America - US - West,August,3,2014,Medium Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Apple Valley,United States,KB-164054,Katrina Bavinger,North America - US,9/5/2014,CA-2014-101182,Medium,OFF-PA-10001800,Xerox 220,6.2208,2,13,Home Office,9/6/2014,First Class,1.72,California,Paper,36,1,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Apple Valley
Office Supplies,Long Beach,United States,KF-162854,Karen Ferguson,North America - US,9/12/2014,CA-2014-149559,Critical,OFF-PA-10003172,Xerox 1996,6.2208,2,13,Home Office,9/13/2014,Same Day,0.2,California,Paper,37,1,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Long Beach
Office Supplies,Santa Ana,United States,KH-166304,Ken Heidel,North America - US,9/12/2014,CA-2014-166898,High,OFF-PA-10002262,Xerox 192,9.3312,3,19,Corporate,9/14/2014,Second Class,1.81,California,Paper,37,2,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Santa Ana
Office Supplies,Inglewood,United States,BB-109904,Barry Blumstein,North America - US,9/17/2014,CA-2014-118136,High,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.0572,2,9,Corporate,9/18/2014,First Class,0.27,California,Paper,38,1,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Santa Clara,United States,DB-131204,David Bremer,North America - US,11/13/2014,CA-2014-160514,Medium,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),4.752,2,11,Corporate,11/17/2014,Standard Class,1.06,California,Paper,46,4,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Santa Clara
Office Supplies,Laguna Niguel,United States,EB-137504,Edward Becker,North America - US,11/26/2014,CA-2014-161459,Medium,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",15.336,6,34,Corporate,11/30/2014,Second Class,2.62,California,Paper,48,4,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Laguna Niguel
Office Supplies,Inglewood,United States,LF-171854,Luke Foster,North America - US,12/9/2014,CA-2014-148264,Critical,OFF-PA-10003651,Xerox 1968,28.8576,9,60,Consumer,12/10/2014,First Class,17.69,California,Paper,50,1,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Stockton,United States,AG-103304,Alex Grayson,North America - US,12/11/2014,CA-2014-107748,Medium,OFF-PA-10002005,Xerox 225,6.2208,2,13,Consumer,12/13/2014,Second Class,0.65,California,Paper,50,2,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Stockton
Office Supplies,Inglewood,United States,KM-166604,Khloe Miller,North America - US,12/16/2014,CA-2014-154116,High,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",10.7301,3,23,Consumer,12/20/2014,Standard Class,1.83,California,Paper,51,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Troy,United States,AH-100304,Aaron Hawkins,North America - US,4/22/2011,CA-2011-122070,Critical,OFF-EN-10004773,Staples,121.4416,8,248,Corporate,4/24/2011,Second Class,55.2,New York,Envelopes,17,2,North America - US - East,April,2,2011,Medium Sales,North America - US|United States|North America - US - East|New York|Troy
Office Supplies,Watertown,United States,BG-116954,Brooke Gillingham,North America - US,5/11/2011,CA-2011-127523,Medium,OFF-AP-10004249,Staples,9.6957,3,36,Corporate,5/18/2011,Standard Class,3.35,New York,Appliances,20,7,North America - US - East,May,2,2011,Low Sales,North America - US|United States|North America - US - East|New York|Watertown
Office Supplies,Long Beach,United States,GT-146354,Grant Thornton,North America - US,6/6/2011,CA-2011-159520,Medium,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,4.4564,2,17,Corporate,6/11/2011,Standard Class,1.39,New York,Supplies,24,5,North America - US - East,June,2,2011,Low Sales,North America - US|United States|North America - US - East|New York|Long Beach
Office Supplies,Long Beach,United States,SP-206204,Stefania Perrino,North America - US,9/8/2011,CA-2011-123127,High,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,4.195,2,17,Corporate,9/12/2011,Standard Class,1.55,New York,Appliances,37,4,North America - US - East,September,3,2011,Low Sales,North America - US|United States|North America - US - East|New York|Long Beach
Office Supplies,New Rochelle,United States,KN-167054,Kristina Nunn,North America - US,11/11/2011,US-2011-143287,Low,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",21.7845,5,46,Home Office,11/17/2011,Standard Class,3.98,New York,Paper,46,6,North America - US - East,November,4,2011,Low Sales,North America - US|United States|North America - US - East|New York|New Rochelle
Office Supplies,New Rochelle,United States,KN-167054,Kristina Nunn,North America - US,11/11/2011,US-2011-143287,Low,OFF-PA-10004039,Xerox 1882,109.7208,4,224,Home Office,11/17/2011,Standard Class,29.05,New York,Paper,46,6,North America - US - East,November,4,2011,Medium Sales,North America - US|United States|North America - US - East|New York|New Rochelle
Office Supplies,New Rochelle,United States,KN-167054,Kristina Nunn,North America - US,11/11/2011,US-2011-143287,Low,OFF-SU-10001574,Acme Value Line Scissors,2.19,2,7,Home Office,11/17/2011,Standard Class,0.64,New York,Supplies,46,6,North America - US - East,November,4,2011,Low Sales,North America - US|United States|North America - US - East|New York|New Rochelle
Office Supplies,Long Beach,United States,AR-108254,Anthony Rawles,North America - US,3/8/2012,CA-2012-160213,Medium,OFF-PA-10003848,Xerox 1997,9.3312,3,19,Corporate,3/13/2012,Standard Class,1.52,New York,Paper,10,5,North America - US - East,March,1,2012,Low Sales,North America - US|United States|North America - US - East|New York|Long Beach
Office Supplies,Rochester,United States,EH-141254,Eugene Hildebrand,North America - US,4/10/2012,CA-2012-134201,Medium,OFF-AR-10002804,Faber Castell Col-Erase Pencils,6.0147,3,15,Home Office,4/16/2012,Standard Class,0.57,New York,Art,15,6,North America - US - East,April,2,2012,Low Sales,North America - US|United States|North America - US - East|New York|Rochester
